unique_id,level,role,horizon_index,target_col,method,MAE,MASE,RMSSE,approach
GC/2092,2,middle,0,y,mint_ols,0.18519925995257505,1.6622196470653807,1.472373495756853,localised
GC/2092,2,middle,0,y,wls_structure,0.1913475309474803,1.7174022479344704,1.533519493108013,localised
GC/2092,2,middle,0,y,naive,0.17059731735159814,1.5311627741443974,1.4462227859786507,localised
GC/2093,2,middle,0,y,base,0.43902388910479745,1.080488095942184,1.013624006134946,localised
GC/2093,2,middle,0,y,bu,0.47202972676772703,1.1617192443521576,1.1256524773246952,localised
GC/2093,2,middle,0,y,mint_shrinkage,0.43340611377667343,1.0666621071558045,1.0224101423865424,localised
GC/2093,2,middle,0,y,mint_var,0.42309416897425023,1.0412832294192185,0.9933794763559517,localised
GC/2093,2,middle,0,y,mint_ols,0.42904965407184276,1.0559403606441977,0.9943851568873087,localised
GC/2093,2,middle,0,y,wls_structure,0.4148335103272888,1.020952801954591,0.9658796640312683,localised
GC/2093,2,middle,0,y,naive,0.5217691210045662,1.2841335928785342,1.2432476816368323,localised
GC/2096,2,middle,0,y,base,0.3057605096608333,1.4833571456125825,1.3048692707385,localised
GC/2096,2,middle,0,y,bu,0.3009770783378645,1.4601509538079458,1.2829438883368685,localised
GC/2096,2,middle,0,y,mint_shrinkage,0.28605234718836253,1.3877455714990337,1.2214111850429141,localised
GC/2096,2,middle,0,y,mint_var,0.2771365453788775,1.3444917244354102,1.1867867424527203,localised
GC/2096,2,middle,0,y,mint_ols,0.28017709224902865,1.3592425401356185,1.1989924593146528,localised
GC/2096,2,middle,0,y,wls_structure,0.27600385620576096,1.3389966309697297,1.1828093494367728,localised
GC/2096,2,middle,0,y,naive,0.2828792808219178,1.3723518547846358,1.3103767548109926,localised
GC/2099,2,middle,0,y,base,0.23893472131242185,1.0622660625252767,0.979272979013284,localised
GC/2099,2,middle,0,y,bu,0.2484372585464698,1.1045128433872893,1.0053926661147568,localised
GC/2099,2,middle,0,y,mint_shrinkage,0.23383143522596816,1.0395776579802174,0.9429950935542096,localised
GC/2099,2,middle,0,y,mint_var,0.23252597799573893,1.0337738011605235,0.9400072965387939,localised
GC/2099,2,middle,0,y,mint_ols,0.22365351385560236,0.9943282258365591,0.9002042104944457,localised
GC/2099,2,middle,0,y,wls_structure,0.23025151289088644,1.0236618882580717,0.9305871129516163,localised
GC/2099,2,middle,0,y,naive,0.2384337899543379,1.0600390007637024,0.9783555222097513,localised
GC/2100,2,middle,0,y,base,0.49356043296263097,1.146025836472732,1.0856826720673176,localised
GC/2100,2,middle,0,y,bu,0.4880759919012971,1.1332912031124918,1.0974590393312627,localised
GC/2100,2,middle,0,y,mint_shrinkage,0.46073136224638894,1.0697981635971547,1.0286445233964148,localised
GC/2100,2,middle,0,y,mint_var,0.4520791387026212,1.049708077233108,1.001247444884752,localised
GC/2100,2,middle,0,y,mint_ols,0.4741028891755837,1.1008462669509103,1.0408912170752054,localised
GC/2100,2,middle,0,y,wls_structure,0.45024822925147195,1.0454567852025372,0.9935412161190608,localised
GC/2100,2,middle,0,y,naive,0.5542768264840183,1.2870066587304672,1.2464621769625497,localised
GC/2111,2,middle,0,y,base,0.20925818766279308,1.705300322648462,1.5333367167485914,localised
GC/2111,2,middle,0,y,bu,0.18666389133213043,1.5211734253784597,1.3987165158287347,localised
GC/2111,2,middle,0,y,mint_shrinkage,0.19356423281814267,1.5774061333738252,1.4290184683168394,localised
GC/2111,2,middle,0,y,mint_var,0.19304700623369642,1.57319111712433,1.4298889478776309,localised
GC/2111,2,middle,0,y,mint_ols,0.1929393128665682,1.5723134953893718,1.4045497115035268,localised
GC/2111,2,middle,0,y,wls_structure,0.19259528253193967,1.5695099011921962,1.4260473185956792,localised
GC/2111,2,middle,0,y,naive,0.1657759703196347,1.3509522319336214,1.3634722379766933,localised
